GB/T 12345	UCS	注释
3A22	5B69
3A23	6D77
3A24	6C26
3A25	4EA5
3A26	5BB3
3A27	99ED
3A28	9163
3A29	61A8
3A2A	90AF
3A2B	97D3
3A2C	542B
3A2D	6DB5
3A2E	5BD2
3A2F	51FD
3A30	558A
3A31	7F55
3A32	7FF0
3A33	64BC
3A34	634D
3A35	65F1
3A36	61BE
3A37	608D
3A38	710A
3A39	6C57
3A3A	6F22
3A3B	592F
3A3C	676D
3A3D	822A
3A3E	58D5
3A3F	568E
3A40	8C6A
3A41	6BEB
3A42	90DD
3A43	597D
3A44	8017
3A45	865F
3A46	6D69
3A47	5475
3A48	559D
3A49	8377
3A4A	83CF
3A4B	6838
3A4C	79BE
3A4D	548C
3A4E	4F55
3A4F	5408
3A50	76D2
3A51	8C89
3A52	95A1
3A53	6CB3
3A54	6DB8
3A55	8D6B
3A56	8910
3A57	9DB4
3A58	8CC0
3A59	563F
3A5A	9ED1
3A5B	75D5
3A5C	5F88
3A5D	72E0
3A5E	6068
3A5F	54FC
3A60	4EA8
3A61	6A2A
3A62	8861
3A63	6052
3A64	8F5F
3A65	54C4
3A66	70D8
3A67	8679
3A68	9D3B
3A69	6D2A
3A6A	5B8F
3A6B	5F18
3A6C	7D05
3A6D	5589
3A6E	4FAF
3A6F	7334
3A70	543C
3A71	539A
3A72	5019
3A73	5F8C
3A74	547C
3A75	4E4E
3A76	5FFD
3A77	745A
3A78	58FA
3A79	846B
3A7A	80E1
3A7B	8774
3A7C	72D0
3A7D	7CCA
3A7E	6E56
3B21	5F27
3B22	864E
3B23	552C
3B24	8B77
3B25	4E92
3B26	6EEC
3B27	6237
3B28	82B1
3B29	5629
3B2A	83EF
3B2B	733E
3B2C	6ED1
3B2D	756B
3B2E	5283
3B2F	5316
3B30	8A71
3B31	69D0
3B32	5F8A
3B33	61F7
3B34	6DEE
3B35	58DE
3B36	6B61
3B37	74B0
3B38	6853
3B39	9084
3B3A	7DE9
3B3B	6362
3B3C	60A3
3B3D	5524
3B3E	75EA
3B3F	8C62
3B40	7115
3B41	6DA3
3B42	5BA6
3B43	5E7B
3B44	8352
3B45	614C
3B46	9EC4
3B47	78FA
3B48	8757
3B49	7C27
3B4A	7687
3B4B	51F0
3B4C	60F6
3B4D	714C
3B4E	6643
3B4F	5E4C
3B50	604D
3B51	8B0A
3B52	7070
3B53	63EE
3B54	8F1D
3B55	5FBD
3B56	6062
3B57	86D4
3B58	56DE
3B59	6BC1
3B5A	6094
3B5B	6167
3B5C	5349
3B5D	60E0
3B5E	6666
3B5F	8CC4
3B60	7A62
3B61	6703
3B62	71F4
3B63	532F
3B64	8AF1
3B65	8AA8
3B66	7E6A
3B67	8477
3B68	660F
3B69	5A5A
3B6A	9B42
3B6B	6E3E
3B6C	6DF7
3B6D	8C41
3B6E	6D3B
3B6F	4F19
3B70	706B
3B71	7372
3B72	6216
3B73	60D1
3B74	970D
3B75	8CA8
3B76	798D
3B77	64CA
3B78	573E
3B79	57FA
3B7A	6A5F
3B7B	7578
3B7C	7A3D
3B7D	7A4D
3B7E	7B95
3C21	808C
3C22	9951
3C23	8FF9
3C24	6FC0
3C25	8B4F
3C26	9DC4
3C27	59EC
3C28	7E3E
3C29	7DDD
3C2A	5409
3C2B	6975
3C2C	68D8
3C2D	8F2F
3C2E	7C4D
3C2F	96C6
3C30	53CA
3C31	6025
3C32	75BE
3C33	6C72
3C34	5373
3C35	5AC9
3C36	7D1A
3C37	64E0
3C38	5E7E
3C39	810A
3C3A	5DF1
3C3B	858A
3C3C	6280
3C3D	5180
3C3E	5B63
3C3F	4F0E
3C40	796D
3C41	5291
3C42	60B8
3C43	6FDF
3C44	5BC4
3C45	5BC2
3C46	8A08
3C47	8A18
3C48	65E2
3C49	5FCC
3C4A	969B
3C4B	5993
3C4C	7E7C
3C4D	7D00
3C4E	5609
3C4F	67B7
3C50	593E
3C51	4F73
3C52	5BB6
3C53	52A0
3C54	83A2
3C55	9830
3C56	8CC8
3C57	7532
3C58	9240
3C59	5047
3C5A	7A3C
3C5B	50F9
3C5C	67B6
3C5D	99D5
3C5E	5AC1
3C5F	6BB2
3C60	76E3
3C61	5805
3C62	5C16
3C63	7B8B
3C64	9593
3C65	714E
3C66	517C
3C67	80A9
3C68	8271
3C69	5978
3C6A	7DD8
3C6B	7E6D
3C6C	6AA2
3C6D	67EC
3C6E	78B1
3C6F	9E7C
3C70	63C0
3C71	64BF
3C72	7C21
3C73	5109
3C74	526A
3C75	51CF
3C76	85A6
3C77	6ABB
3C78	9452
3C79	8E10
3C7A	8CE4
3C7B	898B
3C7C	9375
3C7D	7BAD
3C7E	4EF6
3D21	5065
3D22	8266
3D23	528D
3D24	991E
3D25	6F38
3D26	6FFA
3D27	6F97
3D28	5EFA
3D29	50F5
3D2A	59DC
3D2B	5C07
3D2C	6F3F
3D2D	6C5F
3D2E	7586
3D2F	8523
3D30	69F3
3D31	596C
3D32	8B1B
3D33	5320
3D34	91AC	GB/T 12345 所用并不是现行标准的任何一种字形。
3D35	964D
3D36	8549
3D37	6912
3D38	7901
3D39	7126
3D3A	81A0
3D3B	4EA4
3D3C	90CA
3D3D	6F86
3D3E	9A55
3D3F	5B0C
3D40	56BC
3D41	652A
3D42	9278
3D43	77EF
3D44	50E5
3D45	811A
3D46	72E1
3D47	89D2
3D48	9903
3D49	7E73
3D4A	7D5E
3D4B	527F
3D4C	6559
3D4D	9175
3D4E	8F4E
3D4F	8F03
3D50	53EB
3D51	7A96
3D52	63ED
3D53	63A5
3D54	7686
3D55	79F8
3D56	8857
3D57	968E
3D58	622A
3D59	52AB
3D5A	7BC0
3D5B	6854
3D5C	6770
3D5D	6377
3D5E	776B
3D5F	7AED
3D60	6F54
