UCS	GB/T 2312	注释
72AD	414B
72AF	1718
72B0	414C
72B4	414D
72B6	3714
72B7	414E
72B8	414F
72B9	332C
72C1	4151
72C2	1F51
72C3	4150
72C4	1532
72C8	1117
72CD	4153
72CE	4152
72D0	1A5C
72D2	4154
72D7	1917
72D9	1E31
72DE	245C
72E0	1A3D
72E1	1D26
72E8	4155
72E9	4157
72EC	1620
72ED	2F21
72EE	2A08
72EF	4156
72F0	3558
72F1	335C
72F2	4158
72F3	415C
72F4	4159
72F7	415A
72F8	204A
72FA	415E
72FB	4201
72FC	2027
7301	415B
7303	415D
730A	4205
730E	2134
7313	4203
7315	4208
7316	125E
7317	4202
731B	232D
731C	1222
731D	4207
731E	4206
7321	4204
7322	4209
7325	420B
7329	3029
732A	364D
732B	2308
732C	420C
732E	2F37
7331	420E
7334	1A4F
7337	4940
7338	420D
7339	420A
733E	1B0B
733F	3413
734D	4210
7350	420F
7352	4941
7357	4211
7360	4212
736C	4213
736D	2C01
736F	4214
737E	4215
7384	305E
7387	222A
7389	3351
738B	2D55
738E	4740
7391	4741
7396	1E21
739B	224A
739F	4744
73A2	4743
73A9	2D46
73AB	2315
73AE	4742
73AF	1B17
73B0	2F36
73B2	2141
73B3	4749
73B7	4748
73BA	4754
73BB	1203
73C0	474A
73C2	4746
73C8	474C
73C9	474B
73CA	291A
73CD	3544
73CF	4745
73D0	1709
73D1	4747
73D9	474E
73DE	4753
73E0	3649
73E5	474D
73E7	4752
73E9	4751
73ED	1040
73F2	4755
7403	2752
7405	2025
7406	204D
7409	2150
740A	4750
740F	4756
7410	2B56
741A	4802
741B	4801
7422	3721
7425	475A
7426	4759
7428	475B
742A	4757
742C	475E
742E	475D
7430	475C
7433	2135
7434	2739
7435	255D
7436	2523
743C	274D
7441	4803
7455	4806
7457	4805
7459	4807
745A	1A57
745B	4758
745C	4804
745E	2850
745F	290A
746D	4809
7470	1945
7476	315E
7477	4808
747E	480A
7480	480D
7481	480E
7483	2107
7487	480F
748B	4810
748E	480C
7490	4814
749C	480B
749E	4811
74A7	4815
74A8	4812
74A9	4813
74BA	4817
74D2	4816
74DC	192F
74DE	500C
74E0	500D
74E2	2610
74E3	104A
74E4	281F
74E6	2D3F
74EE	2E2D
74EF	4A11
74F4	4A12
74F6	261F
74F7	1429
74FF	4A13
7504	3547
750D	3D59
750F	4A14
7511	4A15
7513	4A16
7518	182A
7519	3F10
751A	2955
751C	2C50
751F	295A
7525	295B
7528	3323
7529	2B06
752B	1806
752C	500E
752D	1122
752F	4518
7530	2C4F
7531	3329
7532	1C37
7533	294A
7535	1547
7537	2430
7538	1549
753A	4E0E
753B	1B0D
753E	473E
7540	4E0F
7545	1309
7548	4E12
754B	4E11
754C	1D47
754E	4E10
754F	2E17
7554	252F
7559	2154
755A	3B2E
755B	4E13
755C	3053
7565	2234
7566	2648
756A	170C
7572	4E14
7574	134B
7578	1B5B
7579	4E15
757F	473C
7583	4E16
7586	1D0E
758B	5142
758F	2A48
7591	3229
7592	503A
7594	503B
7596	503C
7597	2126
7599	184D
759A	1E2E
759D	503E
759F	2511
75A0	503D
75A1	3151
75A3	5040
75A4	102C
75A5	1D4A
75AB	323F
75AC	503F
75AE	140F
75AF	1748
75B0	5046
75B1	5045
75B2	2603
75B3	5041
75B4	5042
75B5	1423
75B8	5043
75B9	354E
75BC	2C3B
75BD	1E32
75BE	1C12
75C2	5048
75C3	5047
75C4	5044
75C5	1201
75C7	3602
75C8	3318
75C9	1E17
75CA	280C
75CD	504A
75D2	3157
75D4	362C
75D5	1A3B
75D6	5049
75D8	161B
75DB	2D14
75DE	2606
75E2	2101
75E3	504B
75E4	504E
75E6	504D
75E7	5050
75E8	504C
75EA	1B1E
75EB	504F
75F0	2C15
75F1	5052
75F4	1335
75F9	1134
75FC	5053
75FF	5054
7600	5056
7601	1441
7603	5051
7605	5057
760A	505A
760C	5058
7610	5055
7615	505D
7617	5059
7618	505C
7619	505E
761B	5101
761F	2E21
7620	5104
7622	5103
7624	2156
7625	505B
7626	2A3D
7629	1451
762A	1151
762B	2C11
762D	5106
7630	5107
7633	510C
7634	352E
7635	5109
7638	2813
763C	5102
763E	510B
763F	5108
7640	5105
7643	510A
764C	1009
764D	510D
7654	510F
7656	5111
765C	5110
765E	510E
7663	3102
766B	5112
766F	5113
7678	194F
767B	1527
767D	1037
767E	1039
7682	344D
7684	1524
7686	1D34
7687	1B2A
7688	5007
768B	183E
768E	5008
7691	1008
7693	5009
7696	2D4E
7699	500A
76A4	500B
76AE	2604
76B1	3645
76B2	5144
76B4	5145
76BF	2353
76C2	333B
76C5	3631
76C6	2548
76C8	330F
76CA	3246
76CD	4E21
76CE	101B
76CF	3515
76D0	312E
76D1	1C40
76D2	1A30
76D4	1F58
76D6	1827
76D7	1521
76D8	252C
76DB	2A02
76DF	232B
76E5	4E22
76EE	241F
76EF	1602
76F1	4D4C
76F2	2304
76F4	3611
76F8	2F40
76F9	4D4F
76FC	252E
76FE	163C
7701	2A01
7704	4D4D
7707	4D50
7708	4D51
7709	231C
770B	1F14
770D	4D4E
7719	4D54
771A	4D52
771F	3546
7720	233F
7722	4D53
7726	4D56
7728	3503
7729	3103
772D	4D55
772F	2330
7735	4D57
7736	1F54
7737	1E4C
7738	4D58
773A	2C57
773C	313B
7740	3725
7741	3556
7743	4D5C
7747	4D5B
7750	4D59
7751	4D5A
775A	4D5D
775B	1E06
7761	2B0F
7762	4E01
7763	161D
7765	4E02
7766	2420
7768	4D5E
776B	1D3E
776C	1227
7779	1623
777D	4E05
777E	381A
777F	4E03
7780	4E06
7784	2349
7785	1352
778C	4E07
778D	4E04
778E	2F19
7791	4E08
7792	2257
779F	4E09
77A0	4E0A
77A2	3E0B
77A5	2613
77A7	2726
77A9	3655
77AA	1529
77AC	2B12
77B0	4E0B
77B3	2D0B
77B5	4E0C
77BB	3510
77BD	4E0D
77BF	5624
77CD	3B27
77D7	1403
77DB	230C
77DC	5146
77E2	2A18
77E3	3233
77E5	360A
77E7	4F52
77E9	1E38
77EB	1D23
77EC	4F53
77ED	162C
77EE	100B
77F3	2A0F
77F6	4D16
77F8	4D17
77FD	2E59
77FE	170F
77FF	1F53
7800	4D18
7801	224B
7802	2910
7809	4D19
780C	2656
780D	1F13
7811	4D1C
7812	2558
7814	3130
7816	3709
7817	4D1A
7818	4D1B
781A	3142
781C	4D1F
781D	4D20
781F	4D24
7823	4D28
7825	4D26
7826	4D2E
7827	3548
7829	4D29
782C	4D27
782D	4D1E
7830	2549
7834	2626
7837	2949
7838	3432
7839	4D21
783A	4D22
783B	4D23
783C	4D25
783E	2059
7840	1401
7845	1948
7847	4D30
784C	4D31
784E	4D2A
7850	4D2F
7852	2E58
7855	2B16
7856	4D2C
7857	4D2D
785D	2F55
786A	4D32
786B	2152
786C	3312
786D	4D2B
786E	2817
7877	1C4F
787C	2550
7887	4D36
7889	154F
788C	2215
788D	100D
788E	2B49
7891	110E
7893	4D34
7897	2D4B
7898	1542
789A	4D35
789B	4D33
789C	4D37
789F	155A
78A1	4D38
78A3	4D39
78A5	4D3C
78A7	112C
78B0	2556
78B1	1C4E
78B2	4D3A
78B3	2C1C
78B4	124A
78B9	4D3B
78BE	244B
78C1	1425
78C5	1055
78C9	4D3F
78CA	203A
78CB	1448
78D0	252D
78D4	4D3D
78D5	1F24
78D9	4D3E
78E8	2405
78EC	4D40
78F2	4D41
78F4	4D43
78F7	2137
78FA	1B27
7901	1D18
7905	4D42
7913	4D44
791E	4D46
7924	4D45
7934	4D47
793A	2A1E
793B	4C4A
793C	2051
793E	2947
7940	4C4B
7941	264E
7946	4C4C
7948	264D
7949	4C4D
7953	4C50
7956	3746
7957	4C53
795A	4C51
795B	4C4E
795C	4C4F
795D	3703
795E	2951
795F	2B4E
7960	4C54
7962	4C52
7965	2F49
7967	4C56
7968	2611
796D	1C20
796F	4C55
7977	151B
7978	1B56
797A	4C57
7980	3957
7981	1D5B
7984	221B
7985	4C58
798A	4C59
798F	1803
799A	4C5A
79A7	4C5B
79B3	4C5C
79B9	334D
79BA	380E
79BB	204B
79BD	273D
79BE	1A2C
79C0	3043
79C1	2B1D
79C3	2D1A
79C6	1831
79C9	115C
79CB	274F
79CD	3636
79D1	1F26
79D2	234B
79D5	4F55
79D8	2338
79DF	3742
79E3	4F57
79E4	1333
79E6	2738
79E7	314D
79E9	3628
79EB	4F58
79ED	4F56
79EF	1B5D
79F0	1326
79F8	1D35
79FB	3226
79FD	1B40
7A00	2F01
7A02	4F5C
7A03	4F5B
7A06	4F59
7A0B	132C
7A0D	2934
7A0E	2B10
7A14	4F5E
7A17	103E
7A1A	3629
7A1E	4F5D
7A20	134D
7A23	5635
7A33	2E28
7A37	5002
7A39	5001
7A3B	151E
7A3C	1C3A
7A3D	1B5C
7A3F	1845
7A46	2422
7A51	5003
7A57	2B4B
7A70	5006
7A74	3108
7A76	1E1F
7A77	274E
7A78	5116
7A79	5117
7A7A	1F35
7A7F	1409
7A80	5118
7A81	2D1B
7A83	2734
7A84	350D
7A86	5119
7A88	511A
7A8D	272F
7A91	3204
7A92	362F
7A95	511B
7A96	1D31
7A97	1410
7A98	1E1D
7A9C	143C
7A9D	2E31
7A9F	1F3F
7AA0	511D
7AA5	1F5A
7AA6	511C
7AA8	511F
7AAC	511E
7AAD	5120
7AB3	5121
7ABF	215E
7ACB	2102
7AD6	2A5A
7AD9	351E
7ADE	1E1A
7ADF	1E19
7AE0	3522
7AE3	1F02
7AE5	2D0F
7AE6	5115
7AED	1D3F
7AEF	162B
7AF9	3651
7AFA	5323
7AFD	5324
7AFF	182D
7B03	5326
7B04	5327
7B06	102A
7B08	5325
7B0A	5329
7B0B	2B51
7B0F	532B
7B11	3006
7B14	112A
7B15	5328
7B19	532F
7B1B	1531
7B1E	5337
7B20	5332
7B24	5334
7B25	5333
7B26	175B
7B28	111F
7B2A	532E
7B2B	532A
7B2C	153A
7B2E	5330
7B31	5331
7B33	5335
7B38	532D
7B3A	1C43
7B3C	215D
7B3E	5336
7B45	533A
7B47	532C
7B49	1528
7B4B	1D4E
7B4C	533C
7B4F	1704
7B50	1F50
7B51	365E
7B52	2D12
7B54	1450
7B56	123F
7B58	5338
7B5A	5339
7B5B	2918
7B5D	533D
7B60	533E
7B62	5341
7B6E	533F
7B71	5343
7B72	5342
7B75	533B
7B77	1F4A
7B79	134F
7B7B	5340
7B7E	2709
7B80	1C52
7B85	534B
7B8D	191F
7B90	5344
7B94	120D
7B95	1B5E
7B97	2B43
7B9C	534D
7B9D	5349
7BA1	193C
7BA2	534E
7BA6	5345
7BA7	5346
7BA8	534A
7BA9	2241
7BAA	534C
7BAB	534F
7BAC	5348
7BAD	1C5D
7BB1	2F44
7BB4	5350
7BB8	5347
7BC1	5352
7BC6	370D
7BC7	260A
7BCC	5353
7BD1	5351
7BD3	2208
7BD9	183D
7BDA	5355
7BDD	5354
7BE1	143B
7BE5	5356
7BE6	5357
7BEA	5358
7BEE	201A
7BF1	2049
7BF7	2551
7BFC	535B
7BFE	535A
7C07	1438
7C0B	535E
7C0C	5359
7C0F	535C
7C16	535D
7C1F	5401
7C26	5403
7C27	1B29
7C2A	5402
7C38	5404
7C3F	121E
7C40	5406
7C41	5405
7C4D	1C0E
7C73	2337
7C74	3941
7C7B	2040
7C7C	542C
7C7D	3731
7C89	173B
7C91	542E
7C92	2103
7C95	2629
7C97	1436
7C98	3513
7C9C	5430
7C9D	542F
7C9E	5431
7C9F	2B3A
7CA2	5432
7CA4	3421
7CA5	3640
7CAA	1740
7CAE	2118
7CB1	211B
7CB2	5433
7CB3	1E0C
7CB9	1442
7CBC	5434
7CBD	5435
7CBE	1E0B
7CC1	5436
7CC5	543B
7CC7	5437
7CC8	543A
7CCA	1A5D
7CCC	5438
7CCD	5439
7CD5	1842
7CD6	2C27
7CD7	543C
7CD9	123A
7CDC	2333
7CDF	3443
7CE0	1F17
7CE8	543D
7CEF	2514
7CF8	5449
7CFB	2F15
7D0A	2E29
7D20	2B38
7D22	2B57
7D27	1D54
7D2B	372F
7D2F	203B
7D6E	3055
7D77	544A
7DA6	544B
7DAE	544C
7E3B	5743
7E41	1711
7E47	544D
7E82	374B
7E9B	544E
7E9F	4659
7EA0	1E20
7EA1	465A
7EA2	1A4C
7EA3	465B
7EA4	2F2B
7EA5	465C
7EA6	341C
7EA7	1C16
7EA8	465D
7EA9	465E
7EAA	1C2D
7EAB	2832
7EAC	2E13
7EAD	4701
7EAF	141F
7EB0	4702
7EB1	2914
7EB2	1839
7EB3	2429
7EB5	373D
7EB6	223A
7EB7	1737
7EB8	361D
7EB9	2E26
7EBA	1724
7EBD	2506
7EBE	4703
7EBF	2F3F
7EC0	4704
7EC1	4705
7EC2	4706
7EC3	2117
7EC4	3749
7EC5	2950
7EC6	2F18
7EC7	360F
7EC8	3635
7EC9	4707
7ECA	104D
7ECB	4708
7ECC	4709
7ECD	293C
7ECE	324F
7ECF	1E0D
7ED0	470A
7ED1	1053
7ED2	283E
7ED3	1D41
7ED4	470B
7ED5	2826
7ED7	470C
7ED8	1B46
7ED9	1858
7EDA	3104
7EDB	470D
7EDC	2247
7EDD	1E58
7EDE	1D2A
7EDF	2D13
7EE0	470E
7EE1	470F
7EE2	1E4E
7EE3	3045
7EE5	2B47
7EE6	2C30
7EE7	1C2C
7EE8	4710
7EE9	1C08
7EEA	3057
7EEB	4711
7EED	3058
7EEE	4712
7EEF	4713
7EF0	1422
7EF1	4714
7EF2	4715
7EF3	295E
7EF4	2E0C
7EF5	2340
7EF6	4717
7EF7	1121
7EF8	1351
7EFA	4718
7EFB	4719
7EFC	373B
7EFD	3520
7EFE	471A
7EFF	222C
7F00	371A
7F01	471B
7F02	471C
7F03	471D
7F04	1C4A
7F05	2345
7F06	2022
7F07	471E
7F08	471F
7F09	1C09
7F0B	4720
7F0C	4721
7F0D	4716
7F0E	1630
7F0F	4722
7F11	4723
7F12	4724
7F13	1B1A
7F14	153E
7F15	2226
7F16	1140
7F17	4725
7F18	3415
7F19	4726
7F1A	181F
7F1B	4728
7F1C	4727
7F1D	174C
7F1F	4729
7F20	1258
7F21	472A
7F22	472B
7F23	472C
7F24	472D
7F25	472E
7F26	472F
7F27	4730
7F28	3307
7F29	2B55
7F2A	4731
7F2B	4732
7F2C	4733
7F2D	4734
7F2E	2929
7F2F	4735
7F30	4736
7F31	4737
7F32	4738
7F33	4739
7F34	1D29
7F35	473A
7F36	531E
7F38	1837
7F3A	2811
7F42	531F
7F44	5320
7F45	5321
7F50	193E
7F51	2D58
7F54	3848
7F55	1A11
7F57	223E
7F58	4E17
7F5A	1703
7F5F	4E19
7F61	4E18
7F62	1035
7F68	4E1B
7F69	3536
7F6A	374F
7F6E	3623
7F71	4E1D
7F72	2A50
7F74	4E1C
7F79	4E1E
7F7E	4E20
7F81	4E1F
7F8A	3152
7F8C	271C
7F8E	2320
7F94	1841
7F9A	2147
7F9D	5426
7F9E	303F
7F9F	5427
7FA1	2F3B
7FA4	281A
7FA7	5428
7FAF	5429
7FB0	542A
7FB2	542B
7FB8	395A
7FB9	185E
7FBC	4551
7FBD	3350
7FBF	5440
7FC1	2E2C
7FC5	1341
7FCA	5114
7FCC	324E
7FCE	5441
7FD4	2F48
7FD5	5442
7FD8	272C
7FDF	1534
7FE0	1444
7FE1	5444
7FE5	5443
7FE6	5445
7FE9	5446
7FEE	5447
7FF0	1A12
7FF1	101F
7FF3	5448
7FFB	170D
7FFC	324D
8000	320B
8001	202F
8003	1F1C
8004	4B03
8005	353F
8006	4A28
800B	5153
800C	1658
800D	2B03
8010	242D
8012	5147
8014	5148
8015	185B
8016	5149
8017	1A24
8018	3425
8019	1032
801C	514A
8020	514B
8022	514C
8025	514D
8026	514E
8027	514F
8028	5151
8029	5150
802A	2535
8031	5152
8033	165A
8035	5154
8036	320E
8037	3E27
8038	2B2A
803B	133C
803D	1502
803F	1902
8042	2454
8043	5155
8046	5156
804A	2124
804B	215B
804C	3610
804D	5157
8052	5158
8054	210A
8058	2618
805A	1E3B
8069	5159
806A	142F
8071	515A
807F	4D12
8080	4D11
8083	2B40
8084	323E
8086	2B21
8087	3538
8089	2842
808B	203F
808C	1C01
8093	4B21
8096	3004
8098	3642
809A	1627
809B	1838
809C	4B20
809D	182E
809F	4B1F
80A0	1306
80A1	1929
80A2	360B
80A4	1754
80A5	172A
80A9	1C47
80AA	171E
80AB	4B26
80AD	4B27
80AE	1019
80AF	1F2F
80B1	4B25
80B2	335D
80B4	4B28
80B7	4B29
80BA	172E
80BC	4B22
80BD	4B24
80BE	2956
80BF	3637
80C0	352D
80C1	3012
80C2	4B2F
80C3	2E18
80C4	4B30
80C6	1508
80CC	1113
80CD	4B32
80CE	2C05
80D6	2536
80D7	4B33
80D9	4B31
80DA	253F
80DB	4B2E
80DC	2A04
80DD	4B35
80DE	105B
80E1	1A5A
80E4	3817
80E5	5143
80E7	4B2A
80E8	4B2B
80E9	4B2C
80EA	4B2D
80EB	4B36
80EC	4620
80ED	4B39
80EF	1F48
80F0	3228
80F1	4B37
80F2	4B3C
80F3	184C
80F4	4B38
80F6	1D1A
80F8	3038
80FA	1017
80FC	4B3D
80FD	243C
8102	360C
8106	1440
8109	2256
810A	1C19
810D	4B3A
810E	4B3B
810F	3440
8110	264A
8111	2434
8112	4B3F
8113	2507
8114	3955
8116	1211
8118	4B44
811A	1D25
811E	4B42
812C	4B43
812F	180C
8131	2D31
8132	4B45
8136	4B41
8138	2113
813E	2602
8146	2C53
8148	4B46
814A	2010
814B	3218
814C	4B47
8150	180F
8151	180D
8153	4B48
8154	271B
8155	2D53
8159	4B4A
815A	4B4B
8160	4B4D
8165	3028
8167	4B52
8169	4B4E
816D	4B51
816E	2859
8170	315C
8171	4B4C
8174	4B49
8179	1819
817A	2F39
817B	2445
817C	4B4F
817D	4B50
817E	2C3A
817F	2D28
8180	1052
8182	4B56
8188	4B55
818A	1212
818F	1840
8191	4B57
8198	114C
819B	2C25
819C	2404
819D	2F05
81A3	4B59
81A6	4C02
81A8	2552
81AA	4B5A
81B3	2925
81BA	423F
81BB	4B5E
81C0	2D2E
81C1	4C01
81C2	113B
81C3	3317
81C6	323C
81CA	4B5D
81CC	4B5B
81E3	131C
81E7	4A10
81EA	3734
81EC	540B
81ED	1354
81F3	3621
81F4	3622
81FB	3549
81FC	1E2A
81FE	5407
8200	3208
8201	5408
8202	5409
8204	540A
8205	1E2B
8206	333F
820C	2940
820D	2941
8210	5322
8212	2A46
8214	2C52
821B	4216
821C	2B14
821E	2E48
821F	363B
8221	540D
8222	540E
8223	540F
8228	5412
822A	1A1D
822B	5413
822C	1043
822D	5410
822F	5411
8230	1D02
8231	1235
8233	5416
8234	5417
8235	1646
8236	1210
8237	2F2F
8238	5414
8239	140C
823B	5415
823E	5418
8244	5419
8247	2D07
8249	541A
824B	541B
824F	541C
8258	2B32
825A	541D
825F	541E
8268	541F
826E	543E
826F	211C
8270	1C48
8272	290B
8273	313E
8274	4555
8279	3C13
827A	3235
827D	3C14
827E	100C
827F	3C15
8282	1D3A
8284	3C19
8288	3822
828A	3C17
828B	3353
828D	2936
828E	3C1A
828F	3C16
8291	3C1B
8292	2302
8297	3C1C
8298	3C25
8299	3C1D
829C	2E3F
829D	3605
829F	3C2F
82A1	3C2D
82A4	3C32
82A5	1D46
82A6	220B
82A8	3C18
82A9	3C2B
82AA	3C2E
82AB	3C1E
82AC	1732
82AD	1025
82AE	3C27
82AF	301E
82B0	3C21
82B1	1B08
82B3	171C
82B4	3C2C
82B7	3C26
82B8	3C1F
82B9	273B
82BD	311F
82BE	3C20
82C1	3C2A
82C4	3C30
82C7	2E0D
82C8	3C22
82CA	3C23
82CB	3C28
82CC	3C29
82CD	1234
82CE	3C31
82CF	2B35
82D1	3417
82D2	3C3B
82D3	3C3F
82D4	2C06
82D5	3C46
82D7	2347
82D8	3C3C
82DB	1F21
82DC	3C39
82DE	105A
82DF	1916
82E0	3C45
82E1	3C33
82E3	3C24
82E4	3C36
82E5	2854
82E6	1F40
82EB	291B
82EF	111D
82F1	3302
82F4	3C3A
82F7	3C35
82F9	261B
82FB	3C3E
8301	3722
8302	230F
8303	1716
8304	2731
8305	2309
8306	3C42
8307	3C38
8308	3C4B
8309	3C34
830C	3C3D
830E	1E05
830F	3C37
8311	3C40
8314	3C43
8315	3C44
8317	3C58
831A	3C41
831B	3D02
831C	3C47
8327	1C4B
8328	1424
832B	2303
832C	1247
832D	3C5A
832F	3C52
8331	3C4F
8333	3C5C
8334	3C4E
8335	3250
8336	1248
8338	2837
8339	2843
833A	3C5B
833C	3C4D
8340	3C57
8343	3C55
8346	1E03
8347	3C54
8349	123D
834F	3C53
8350	1C56
8351	3C48
8352	1B24
8354	2053
835A	1C34
835B	3C49
835C	3C4A
835E	3C51
835F	3C56
8360	3C59
8361	1514
8363	2839
8364	1B47
8365	3C5E
8366	3C5D
8367	330B
8368	3D01
8369	3D03
836A	3D05
836B	3251
836C	3D04
836D	3D06
836E	3D07
836F	3209
8377	1A29
8378	3D09
837B	3D16
837C	3D11
837D	3D14
8385	3D10
8386	262E
8389	2052
838E	290F
8392	3C4C
8393	3D0E
8398	3D17
839B	3C50
839C	3D0F
839E	3D18
83A0	3D0C
83A8	3D19
83A9	3D13
83AA	3D0D
83AB	240A
83B0	3D08
83B1	2013
83B2	210B
83B3	3D0A
83B4	3D0B
83B6	3D12
83B7	1B51
83B8	3D15
83B9	3308
83BA	3D1A
83BC	3D1B
83BD	2307
83C0	3D32
83C1	3D1C
83C5	3D31
83C7	191D
83CA	1E35
83CC	1E5A
83CF	1A2A
83D4	3D2A
83D6	3D25
83D8	3D1F
83DC	122B
83DD	3D23
83DF	3D2B
83E0	1204
83E1	3D35
83E5	3D1E
83E9	2630
83EA	3D30
83F0	3D34
83F1	2142
83F2	1726
83F8	3D2E
83F9	3D2F
83FD	3D24
8401	3D1D
8403	3D2D
8404	2C31
8406	3D29
840B	3D22
840C	2328
840D	261C
840E	2E0E
840F	3D2C
8411	3D28
8418	3D21
841C	3D26
841D	223C
8424	3309
8425	330A
8426	3D33
8427	2F54
8428	2858
8431	3D46
8438	3D27
843C	3D40
843D	2244
8446	3D41
8451	3D37
8457	3658
8459	3D39
845A	3D38
845B	1850
845C	3D36
8461	262F
8463	160D
8469	3D42
846B	1A59
846C	3441
846D	3D47
8471	1430
8473	3D3A
8475	1F5B
8476	3D43
8478	3D3F
847A	3D3D
8482	1539
8487	3D3B
8488	3D3C
8489	3D3E
848B	1D0F
848C	3D44
848E	3D45
8497	3D55
8499	2329
849C	2B42
84A1	3D52
84AF	3841
84B2	2631
84B4	3D54
84B8	3554
84B9	3D53
84BA	3D50
84BD	3D4C
84BF	3D4F
84C1	3D48
84C4	304E
84C9	2838
84CA	3D4E
84CD	3D49
84D0	3D4A
84D1	2B52
84D3	3D4D
84D6	112D
84DD	2016
84DF	1C1B
84E0	3D51
84E3	3D57
84E5	3D56
84E6	3D4B
84EC	254E
84F0	3D5B
84FC	3E04
84FF	3E03
850C	3D58
8511	234F
8513	225B
8517	3541
851A	2E15
851F	3D5D
8521	122C
852B	2448
852C	2A3F
8537	271E
8538	3D5A
8539	3D5C
853A	3D5E
853B	3E02
853C	100A
853D	112E
8543	3E0C
8548	3E06
8549	1D16
854A	284F
8556	3E01
8559	3E05
855E	3E09
8564	3E08
8568	3E07
8572	3E0D
8574	342C
8579	3E13
857A	3E0A
857B	3E0E
857E	2039
8584	1101
8585	3E16
8587	3E11
858F	3E12
859B	3106
859C	3E15
85A4	3E0F
85A8	3E10
85AA	301D
85AE	3E14
85AF	2A4D
85B0	3E19
85B7	3E18
85B9	3E17
85C1	3E1B
85C9	1D45
85CF	1238
85D0	234A
85D3	3E1A
85D5	251A
85DC	3E1C
85E4	2C39
85E9	170A
85FB	3445
85FF	3E1D
8605	3E1F
8611	2402
8616	3E21
8627	3E1E
8629	3E20
8638	351A
863C	3E22
864D	520E
864E	1B02
864F	2212
8650	2510
8651	2227
8654	520F
865A	3049
865E	333D
8662	4B1D
866B	1346
866C	5210
866E	5211
8671	2A0D
8679	1A47
867A	5213
867B	5215
867C	5214
867D	2B44
867E	2F1A
867F	5212
8680	2A14
8681	322F
8682	224C
868A	2E23
868B	5218
868C	1056
868D	5217
8693	521E
8695	122F
869C	3121
869D	521A
86A3	521C
86A4	3449
86A7	521B
86A8	5216
86A9	521F
86AA	521D
86AC	5219
86AF	5227
86B0	5224
86B1	5226
86B4	522A
86B5	5222
86B6	5220
86BA	5225
86C0	365B
86C4	5221
86C6	2759
86C7	293F
86C9	5228
86CA	1926
86CB	1510
86CE	5223
86CF	5229
86D0	5230
86D1	5236
86D4	1B37
86D8	5235
86D9	2D3C
86DB	364B
86DE	5232
86DF	5234
86E4	1852
86E9	522B
86ED	522E
86EE	2259
86F0	353D
86F1	522C
86F2	522D
86F3	522F
86F4	5233
86F8	5239
86F9	331C
86FE	164A
8700	2A51
8702	1744
8703	5237
8707	5238
8708	523A
8709	523D
870A	523B
870D	523C
8712	3131
8713	5231
8715	2D29
8717	2E2F
8718	3609
871A	5243
871C	233B
871E	5240
8721	200F
8722	524C
8723	523E
8725	5241
8729	5248
872E	5242
8731	5247
8734	5246
8737	5249
873B	523F
873E	5244
873F	524A
8747	330C
8748	5245
8749	1255
874C	5252
874E	300B
8753	5255
8757	1B28
8759	5259
8760	5250
8763	5256
8764	5258
8765	525A
876E	5253
8770	5251
8774	1A5B
8776	155B
877B	524F
877C	5257
877D	524D
877E	524E
8782	524B
8783	5306
8785	5303
8788	5302
878B	5254
878D	283A
8793	525B
8797	5305
879F	2358
87A8	525D
87AB	5307
87AC	5309
87AD	5304
87AF	525C
87B3	530B
87B5	530A
87BA	223D
87BD	530E
87C0	5310
87C6	5301
87CA	5311
87CB	530C
87D1	530F
87D2	525E
87D3	530D
87DB	5312
87E0	5314
87E5	5308
87EA	5313
87EE	5315
87F9	3017
87FE	5318
8803	3959
880A	5319
8813	5317
8815	2844
8816	5316
881B	531A
8821	531B
8822	1420
8832	4E23
8839	531C
883C	531D
8840	310A
8844	540C
8845	3026
884C	3030
884D	313C
8854	2F2E
8857	1D36
8859	3123
8861	1A42
8862	4149
8863	3222
8864	5122
8865	1219
8868	114D
8869	5123
886B	2920
886C	1324
886E	3952
8870	2B05
8872	5124
8877	3634
887D	5125
887E	5420
887F	5126
8881	340C
8882	5127
8884	1020
8885	5421
8888	5422
888B	145C
888D	253B
8892	2C1B
8896	3044
889C	2D40
88A2	5128
88A4	3953
88AB	111B
88AD	2F0E
88B1	1804
88B7	512A
88BC	512B
88C1	1223
88C2	2131
88C5	3710
88C6	5129
88C9	512C
88CE	512E
88D2	3956
88D4	3241
88D5	3403
88D8	5423
88D9	2819
88DF	5424
88E2	512D
88E3	512F
88E4	1F43
88E5	5130
88E8	5134
88F0	5136
88F1	5131
88F3	2931
88F4	2541
88F8	2243
88F9	195C
88FC	5133
88FE	5135
8902	1933
890A	513B
8910	1A36
8912	105D
8913	5139
8919	5138
891A	5132
891B	513A
8921	5137
8925	284C
892A	2D2A
892B	513D
8930	451D
8934	513C
8936	513E
8941	513F
8944	2F45
895E	5425
895F	1D53
8966	5140
897B	5141
897F	2E57
8981	320A
8983	515B
8986	1812
89C1	1C5B
89C2	193B
89C4	1946
89C5	2339
89C6	2A33
89C7	4A48
89C8	2020
89C9	1E55
89CA	4A49
89CB	4A4A
89CC	4A4B
89CE	4A4C
89CF	4A4D
89D0	4A4E
89D1	4A4F
89D2	1D27
89D6	555B
89DA	555D
89DC	555E
89DE	555C
89E3	1D42
89E5	5601
89E6	1405
89EB	5602
89EF	5603
89F3	4C12
8A00	3134
8A07	394A
8A3E	5604
8A48	4E1A
8A79	3512
8A89	335E
8A8A	2C3C
