序号	字符	笔画数	注释
0582	她	6
0583	妈	6
0584	戏	6
0585	羽	6
0586	观	6
3643	牟	6
0587	欢	6
0588	买	6
3644	纡	6
0589	红	6
3645	纣	6
0590	驮	6
0591	纤	6
3646	纥	6
0592	驯	6
6553	𬘓	6
0593	约	6
3647	纨	6
0594	级	6
6554	纩	6
0595	纪	6
0596	驰	6
0597	纫	6
0598	巡	6
0599	寿	7
3648	玕	7
6555	玒	7
0600	弄	7
3649	玙	7
0601	麦	7
0602	玖	7
6556	玓	7
6557	玘	7
6558	玚	7
0603	玛	7
0604	形	7
0605	进	7
0606	戒	7
0607	吞	7
0608	远	7
0609	违	7
0610	韧	7
6559	刬	7
0611	运	7
0612	扶	7
0613	抚	7
0614	坛	7
3650	抟	7
0615	技	7
0616	坏	7
3651	抔	7
6560	𫭟	7
0617	抠	7
6561	坜	7
0618	扰	7
0619	扼	7
0620	拒	7
6562	坉	7
6563	扽	7
0621	找	7
0622	批	7
0623	址	7
0624	扯	7
0625	走	7
0626	抄	7
0627	贡	7
0628	汞	7
0629	坝	7
0630	攻	7
0631	赤	7
3652	圻	7
0632	折	7
0633	抓	7
3653	坂	7
0634	扳	7
6564	𫭢	7
0635	抡	7
6565	坋	7
0636	扮	7
0637	抢	7
6566	扺	7
0638	孝	7
0639	坎	7
3654	坍	7
0640	均	7
3655	坞	7
0641	抑	7
0642	抛	7
0643	投	7
3656	抃	7
0644	坟	7
0645	坑	7
0646	抗	7
0647	坊	7
6567	㧑	7
0648	抖	7
0649	护	7
0650	壳	7
0651	志	7
0652	块	7
3657	抉	7
0653	扭	7
0654	声	7
0655	把	7
0656	报	7
0657	拟	7
0658	却	7
0659	抒	7
0660	劫	7
3658	㧐	7
6568	毐	7
0661	芙	7
3659	芫	7
0662	芜	7
0663	苇	7
3660	邯	7
3661	芸	7
3662	芾	7
6569	芰	7
6570	芣	7
3663	苈	7
6571	苊	7
6572	苉	7
3664	苣	7
0664	芽	7
6573	芘	7
3665	芷	7
3666	芮	7
3667	苋	7
3668	芼	7
3669	苌	7
0665	花	7
0666	芹	7
0667	芥	7
3670	苁	7
3671	芩	7
0668	芬	7
0669	苍	7
3672	芪	7
6574	芴	7
3673	芡	7
3674	芟	7
3675	苄	7
6575	芠	7
0670	芳	7
0671	严	7
6576	𫇭	7
3676	苎	7
0672	芦	7
0673	芯	7
0674	劳	7
0675	克	7
0676	芭	7
6577	芤	7
0677	苏	7
3677	苡	7
0678	杆	7
0679	杠	7
0680	杜	7
0681	材	7
0682	村	7
6578	杕	7
0683	杖	7
3678	杌	7
6579	杙	7
0684	杏	7
6580	杄	7
0685	杉	7
0686	巫	7
3679	杓	7
0687	极	7
6581	杧	7
3680	杞	7
0688	李	7
0689	杨	7
3681	杈	7
6582	杩	7
0690	求	7
3682	忑	7
3683	孛	7
0691	甫	7
0692	匣	7
0693	更	7
0694	束	7
0695	吾	7
0696	豆	7
0697	两	7
3684	邴	7
0698	酉	7
0699	丽	7
0700	医	7
0701	辰	7
0702	励	7
3685	邳	7
0703	否	7
0704	还	7
3686	矶	7
3687	奁	7
6583	尪	7
3688	豕	7
6584	尨	7
0705	尬	7
0706	歼	7
0707	来	7
3689	忒	7
0708	连	7
3690	欤	7
0709	轩	7
6585	轪	7
6586	𫐄	7
3691	轫	7
3692	迓	7
6587	坒	7
3693	邶	7
3694	忐	7
6588	芈	7
0710	步	7
0711	卤	7
3695	卣	7
3696	邺	7
0712	坚	7
0713	肖	7
3697	旰	7
0714	旱	7
6589	旴	7
0715	盯	7
0716	呈	7
0717	时	7
0718	吴	7
3698	呋	7
3699	呒	7
0719	助	7
0720	县	7
0721	里	7
3700	呓	7
0722	呆	7
6590	旵	7
0723	吱	7
0724	吠	7
3701	呔	7
0725	呕	7
0726	园	7
3702	呖	7
3703	呃	7
0727	旷	7
0728	围	7
0729	呀	7
0730	吨	7
3704	旸	7
3705	吡	7
3706	町	7
0731	足	7
3707	虬	7
0732	邮	7
0733	男	7
0734	困	7
0735	吵	7
0736	串	7
3708	呗	7
0737	员	7
0738	呐	7
6591	呙	7
3709	吽	7
0739	听	7
6592	㕮	7
0740	吟	7
0741	吩	7
0742	呛	7
0743	吻	7
0744	吹	7
0745	呜	7
0746	吭	7
3710	吣	7
3711	吲	7
0747	吧	7
0748	邑	7
0749	吼	7
0750	囤	7
0751	别	7
0752	吮	7
6593	岍	7
3712	帏	7
3713	岐	7
0753	岖	7
6594	𫵷	7
6595	岠	7
3714	岈	7
0754	岗	7
3715	岘	7
0755	帐	7
3716	岑	7
3717	岚	7
3718	兕	7
6596	岜	7
0756	财	7
6597	呇	7
6598	冏	7
3719	囵	7
3720	囫	7
6599	觃	7
0757	针	7
0758	钉	7
3721	钊	7
3722	钋	7
3723	钌	7
3724	迕	7
3725	氙	7
3726	氚	7
0759	牡	7
0760	告	7
3727	牤	7
0761	我	7
0762	乱	7
0763	利	7
0764	秃	7
0765	秀	7
0766	私	7
6600	岙	7
0767	每	7
3728	佞	7
0768	兵	7
3729	邱	7
0769	估	7
0770	体	7
0771	何	7
0772	佐	7
6601	伾	7
0773	佑	7
3730	攸	7
0774	但	7
0775	伸	7
0776	佃	7
3731	佚	7
0777	作	7
0778	伯	7
0779	伶	7
0780	佣	7
0781	低	7
0782	你	7
3732	佝	7
3733	佟	7
6602	㑇	7
0783	住	7
0784	位	7
6603	伭	7
0785	伴	7
3734	佗	7
6604	佖	7
0786	身	7
0787	皂	7
0788	伺	7
6605	伲	7
0789	佛	7
3735	伽	7
0790	囱	7
6606	佁	7
0791	近	7
0792	彻	7
0793	役	7
3736	彷	7
0794	返	7
3737	佘	7
0795	余	7
0796	希	7
3738	佥	7
0797	坐	7
0798	谷	7
3739	孚	7
0799	妥	7
3740	豸	7
0800	含	7
0801	邻	7
3741	坌	7
0802	岔	7
0803	肝	7
3742	肟	7
0804	肛	7
0805	肚	7
0806	肘	7
0807	肠	7
3743	邸	7
0808	龟	7
0809	甸	7
3744	奂	7
0810	免	7
3745	劬	7
0811	狂	7
0812	犹	7
0813	狈	7
3746	狄	7
6607	飏	7
0814	角	7
0815	删	7
6608	狃	7
3747	狁	7
3748	鸠	7
0816	条	7
0817	彤	7
0818	卵	7
0819	灸	7
0820	岛	7
3749	邹	7
0821	刨	7
3750	饨	7
0822	迎	7
3751	饩	7
3752	饪	7
3753	饫	7
3754	饬	7
0823	饭	7
0824	饮	7
0825	系	7
0826	言	7
0827	冻	7
0828	状	7
0829	亩	7
0830	况	7
3755	亨	7
3756	庑	7
0831	床	7
3757	庋	7
0832	库	7
0833	庇	7
3758	疔	7
0834	疗	7
3759	疖	7
0835	吝	7
0836	应	7
0837	这	7
0838	冷	7
0839	庐	7
0840	序	7
0841	辛	7
3760	肓	7
0842	弃	7
0843	冶	7
0844	忘	7
0845	闰	7
3761	闱	7
0846	闲	7
3762	闳	7
0847	间	7
3763	闵	7
6609	闶	7
0848	闷	7
3764	羌	7
0849	判	7
0850	兑	7
0851	灶	7
0852	灿	7
0853	灼	7
3765	炀	7
0854	弟	7
3766	沣	7
0855	汪	7
6610	汧	7
6611	汫	7
3767	沅	7
6612	𣲘	7
6613	𣲗	7
6614	沄	7
0856	沐	7
0857	沛	7
3768	沔	7
0858	汰	7
3769	沤	7
0859	沥	7
3770	沌	7
6615	沘	7
3771	沏	7
3772	沚	7
0860	沙	7
3773	汩	7
3774	汨	7
6616	𬇙	7
6617	汭	7
0861	汽	7
0862	沃	7
3775	沂	7
6618	㳇	7
0863	沦	7
0864	汹	7
3776	汾	7
0865	泛	7
0866	沧	7
3777	沨	7
0867	没	7
0868	沟	7
3778	汴	7
3779	汶	7
3780	沆	7
3781	沩	7
0869	沪	7
0870	沈	7
0871	沉	7
0872	沁	7
3782	泐	7
6619	沇	7
3783	怃	7
6620	忮	7
0873	怀	7
3784	怄	7
0874	忧	7
6621	忳	7
3785	忡	7
3786	忤	7
3787	忾	7
3788	怅	7
3789	忻	7
3790	忪	7
3791	怆	7
6622	忺	7
3792	忭	7
0875	忱	7
0876	快	7
3793	忸	7
0877	完	7
0878	宋	7
0879	宏	7
0880	牢	7
0881	究	7
0882	穷	7
0883	灾	7
0884	良	7
6623	𬣡	7
0885	证	7
3794	诂	7
3795	诃	7
0886	启	7
0887	评	7
0888	补	7
0889	初	7
0890	社	7
0891	祀	7
6624	祃	7
3796	诅	7
0892	识	7
6625	诇	7
0893	诈	7
0894	诉	7
0895	罕	7
0896	诊	7
3797	诋	7
3798	诌	7
6626	邲	7
0897	词	7
6627	诎	7
3799	诏	7
6628	诐	7
0898	译	7
3800	诒	7
0899	君	7
0900	灵	7
0901	即	7
0902	层	7
0903	屁	7
6629	屃	7
0904	尿	7
0905	尾	7
0906	迟	7
0907	局	7
6630	𫸩	7
0908	改	7
0909	张	7
0910	忌	7
0911	际	7
0912	陆	7
0913	阿	7
3801	孜	7
3802	陇	7
0914	陈	7
6631	岊	7
6632	阽	7
0915	阻	7
6633	䢺	7
6634	阼	7
0916	附	7
0917	坠	7
3803	陀	7
3804	陂	7
3805	陉	7
3806	妍	7
6635	妧	7
3807	妩	7
6636	妘	7
0918	妓	7
3808	妪	7
3809	妣	7
0919	妙	7
3810	妊	7
0920	妖	7
3811	妗	7
0921	姊	7
0922	妨	7
3812	妫	7
0923	妒	7
3813	妞	7
3814	姒	7
3815	妤	7
0924	努	7
3816	邵	7
3817	劭	7
0925	忍	7
3818	刭	7
0926	劲	7
6637	𨚕	7
3819	甬	7
3820	邰	7
0927	矣	7
0928	鸡	7
0929	纬	7
3821	纭	7
0930	驱	7
6638	纮	7
0931	纯	7
3822	纰	7
0932	纱	7
6639	驲	7
0933	纲	7
0934	纳	7
3823	纴	7
0935	驳	7
0936	纵	7
3824	纶	7
0937	纷	7
0938	纸	7
6640	𫘜	7
0939	纹	7
0940	纺	7
6641	纻	7
0941	驴	7
6642	𬘘	7
6643	𫘝	7
6644	纼	7
0942	纽	7
3825	纾	7
0943	奉	8
6645	玤	8
6646	玞	8
0944	玩	8
3826	玮	8
0945	环	8
3827	玡	8
3828	玭	8
0946	武	8
0947	青	8
0948	责	8
0949	现	8
0950	玫	8
3829	玠	8
3830	玢	8
6647	玱	8
3831	玥	8
0951	表	8
6648	玟	8
3832	玦	8
3833	盂	8
3834	忝	8
0952	规	8
3835	匦	8
0953	抹	8
0954	卦	8
6649	邽	8
3836	坩	8
6650	邿	8
0955	坷	8
0956	坯	8
0957	拓	8
0958	拢	8
0959	拔	8
0960	坪	8
3837	抨	8
0961	拣	8
3838	拤	8
3839	坫	8
3840	拈	8
3841	垆	8
0962	坦	8
6651	坥	8
0963	担	8
0964	坤	8
0965	押	8
3842	抻	8
0966	抽	8
3843	劼	8
0967	拐	8
6652	坰	8
3844	拃	8
0968	拖	8
3845	拊	8
0969	者	8
0970	拍	8
0971	顶	8
3846	坼	8
0972	拆	8
6653	坬	8
6654	坽	8
0973	拎	8
0974	拥	8
3847	坻	8
0975	抵	8
0976	拘	8
0977	势	8
0978	抱	8
0979	拄	8
0980	垃	8
0981	拉	8
0982	拦	8
0983	幸	8
0984	拌	8
3848	㧟	8
0985	拧	8
3849	坨	8
3850	坭	8
3851	抿	8
0986	拂	8
0987	拙	8
0988	招	8
0989	坡	8
0990	披	8
0991	拨	8
0992	择	8
6655	弆	8
0993	抬	8
0994	拇	8
3852	坳	8
0995	拗	8
6656	耵	8
0996	其	8
3853	耶	8
0997	取	8
0998	茉	8
3854	苷	8
0999	苦	8
3855	苯	8
1000	昔	8
1001	苛	8
3856	苤	8
1002	若	8
6657	䢼	8
1003	茂	8
3857	茏	8
1004	苹	8
3858	苫	8
3859	苜	8
3860	苴	8
1005	苗	8
6658	𦭜	8
1006	英	8
3861	苒	8
3862	苘	8
3863	茌	8
3864	苻	8
3865	苓	8
3866	茚	8
6659	茋	8
1007	苟	8
3867	茆	8
3868	茑	8
1008	苑	8
1009	苞	8
1010	范	8
6660	苧	8
3869	茓	8
3870	茔	8
6661	苾	8
3871	茕	8
1011	直	8
6662	苠	8
3872	茀	8
1012	茁	8
3873	苕	8
1013	茄	8
1014	茎	8
1015	苔	8
1016	茅	8
1017	枉	8
6663	枅	8
1018	林	8
1019	枝	8
1020	杯	8
1021	枢	8
3874	枥	8
1022	柜	8
3875	枇	8
3876	杪	8
3877	杳	8
6664	㭎	8
6665	枘	8
3878	枧	8
3879	杵	8
1023	枚	8
3880	枨	8
1024	析	8
1025	板	8
6666	枍	8
3881	枞	8
1026	松	8
1027	枪	8
1028	枫	8
1029	构	8
1030	杭	8
3882	枋	8
1031	杰	8
1032	述	8
1033	枕	8
3883	杻	8
3884	杷	8
3885	杼	8
1034	丧	8
1035	或	8
1036	画	8
1037	卧	8
1038	事	8
1039	刺	8
1040	枣	8
1041	雨	8
1042	卖	8
3886	矸	8
6667	矼	8
1043	郁	8
6668	矻	8
1044	矾	8
1045	矿	8
3887	砀	8
1046	码	8
1047	厕	8
1048	奈	8
3888	刳	8
1049	奔	8
1050	奇	8
6669	匼	8
3889	奄	8
1051	奋	8
1052	态	8
3890	瓯	8
1053	欧	8
1054	殴	8
1055	垄	8
3891	殁	8
3892	郏	8
1056	妻	8
1057	轰	8
1058	顷	8
1059	转	8
3893	轭	8
1060	斩	8
1061	轮	8
6670	𬨂	8
1062	软	8
1063	到	8
3894	郅	8
3895	鸢	8
1064	非	8
1065	叔	8
1066	歧	8
1067	肯	8
1068	齿	8
1069	些	8
1070	卓	8
1071	虎	8
1072	虏	8
1073	肾	8
1074	贤	8
1075	尚	8
3896	盱	8
1076	旺	8
1077	具	8
3897	昊	8
6671	𬀩	8
3898	昙	8
1078	味	8
3899	杲	8
1079	果	8
3900	昃	8
1080	昆	8
1081	国	8
1082	哎	8
1083	咕	8
1084	昌	8
1085	呵	8
3901	咂	8
1086	畅	8
6672	𬀪	8
6673	旿	8
6674	昇	8
3902	呸	8
3903	昕	8
6675	昄	8
1087	明	8
6676	昒	8
1088	易	8
1089	咙	8
3904	昀	8
1090	昂	8
3905	旻	8
3906	昉	8
3907	炅	8
6677	昈	8
3908	咔	8
3909	畀	8
3910	虮	8
1091	迪	8
1092	典	8
1093	固	8
1094	忠	8
3911	咀	8
3912	呷	8
1095	呻	8
3913	黾	8
6678	咉	8
1096	咒	8
1097	咋	8
1098	咐	8
3914	呱	8
1099	呼	8
3915	呤	8
3916	咚	8
1100	鸣	8
3917	咆	8
3918	咛	8
6679	咇	8
1101	咏	8
1102	呢	8
1103	咄	8
3919	呶	8
1104	咖	8
6680	咍	8
3920	呣	8
3921	呦	8
3922	咝	8
6681	岵	8
3923	岢	8
1105	岸	8
1106	岩	8
6682	岽	8
1107	帖	8
1108	罗	8
3924	岿	8
6683	岨	8
3925	岬	8
3926	岫	8
1109	帜	8
3927	帙	8
6684	岞	8
1110	帕	8
1111	岭	8
3928	岣	8
3929	峁	8
3930	刿	8
6685	峂	8
6686	㟃	8
3931	迥	8
3932	岷	8
3933	剀	8
1112	凯	8
3934	帔	8
3935	峄	8
6687	囷	8
3936	沓	8
1113	败	8
1114	账	8
1115	贩	8
1116	贬	8
1117	购	8
1118	贮	8
3937	囹	8
1119	图	8
3938	罔	8
3939	钍	8
6688	𬬩	8
3940	钎	8
3941	钏	8
6689	钐	8
1120	钓	8
3942	钒	8
6690	钔	8
3943	钕	8
6691	钖	8
3944	钗	8
3945	邾	8
1121	制	8
1122	知	8
1123	迭	8
1124	氛	8
3946	迮	8
1125	垂	8
3947	牦	8
1126	牧	8
1127	物	8
6692	牥	8
1128	乖	8
1129	刮	8
1130	秆	8
1131	和	8
1132	季	8
1133	委	8
3948	竺	8
1134	秉	8
3949	迤	8
1135	佳	8
1136	侍	8
3950	佶	8
1137	岳	8
3951	佬	8
6693	佴	8
1138	供	8
1139	使	8
3952	佰	8
3953	侑	8
3954	侉	8
1140	例	8
1141	侠	8
3955	臾	8
1142	侥	8
1143	版	8
1144	侄	8
6694	垈	8
